Datenum,Smoothed S,Smoothed U,Smoothed V
17-Jun-2021,307.333133313984,-291.456052511337,91.9897909037253
18-Jun-2021,305.628488729792,-289.516731817116,92.3428406367888
19-Jun-2021,304.835293996405,-288.396625967389,93.1094492685877
20-Jun-2021,304.822900908184,-287.932690416877,94.3775183611678
21-Jun-2021,305.5332527079,-288.111520086937,96.0103894062764
22-Jun-2021,306.585956635923,-288.627995730834,97.6709588963607
23-Jun-2021,307.624251053051,-289.144677251035,99.2581866978249
24-Jun-2021,308.601821713812,-289.627318686198,100.73550446198
25-Jun-2021,309.468907964529,-290.036795309494,102.070179922758
26-Jun-2021,309.745797917989,-290.003170761368,102.83056709585
27-Jun-2021,309.334916060477,-289.452853713036,102.94358596875
28-Jun-2021,308.421236896167,-288.631269292335,102.350325728417
29-Jun-2021,307.030931599459,-287.465489646592,101.282869822489
30-Jun-2021,305.189560439446,-285.970290360399,99.7880055378716
01-Jul-2021,302.910558650521,-284.148656159764,97.9085899403348
02-Jul-2021,300.323084727296,-282.185665151982,95.5404163056899
03-Jul-2021,297.511376181626,-280.123508880779,92.8266194602526
04-Jul-2021,295.390100632541,-278.566085324789,90.8180732935827
05-Jul-2021,293.67343696844,-277.367222871987,89.0414767297035
06-Jul-2021,292.468675100345,-276.599032332342,87.6178023936676
07-Jul-2021,291.887018185626,-276.337622145613,86.6678562737715
08-Jul-2021,292.096244914094,-276.685726476608,86.4080587563314
09-Jul-2021,293.00487289796,-277.56011462703,86.7983624222022
10-Jul-2021,294.213331752452,-278.560203037197,87.764547735873
11-Jul-2021,295.770302988127,-279.765522035618,89.2210146385798
12-Jul-2021,297.661254290526,-281.172412828815,91.1285014210348
13-Jul-2021,299.869919735976,-282.775110445456,93.4484524602256
14-Jul-2021,302.065601819015,-284.35414800871,95.7885213239159
15-Jul-2021,304.12823205948,-285.82763545301,98.0019357690371
16-Jul-2021,305.50711046012,-286.702828428007,99.8012503936696
17-Jul-2021,306.624887318238,-287.356848719296,101.388966813137
18-Jul-2021,307.380161304203,-287.720440301506,102.656652951154
19-Jul-2021,307.669123794591,-287.722485443854,103.49336175741
20-Jul-2021,307.843670197346,-287.752189579737,103.8993009611
21-Jul-2021,307.8787959346,-287.790494283272,103.870972614082
22-Jul-2021,307.672932136591,-287.653649638115,103.562990607878
23-Jul-2021,307.163226959522,-287.285209405617,102.991990301639
24-Jul-2021,306.37161732213,-286.707524163409,102.173476575083
25-Jul-2021,305.332316025572,-285.954508068111,101.127411910924
26-Jul-2021,304.167924702102,-284.99095190888,100.338459693913
27-Jul-2021,302.988166645675,-283.906105556534,99.882546795592
28-Jul-2021,301.480715337182,-282.593698758847,99.0910155676492
29-Jul-2021,299.704840293937,-280.991523443404,98.3222056940798
30-Jul-2021,297.767693616845,-279.192344191681,97.641745113589
31-Jul-2021,295.77850539233,-277.288387578283,97.1232452852234
01-Aug-2021,293.322387432972,-274.96669755248,96.4092409214523
02-Aug-2021,290.902864612896,-272.693168175917,95.6792645960914
03-Aug-2021,288.389103974784,-270.347786672049,94.8649585359652
04-Aug-2021,285.992792968654,-268.125618657824,94.0433073153784
05-Aug-2021,283.750970146869,-266.070934706395,93.2004914127655
06-Aug-2021,281.701429682733,-264.228820784242,92.322248734908
07-Aug-2021,280.394140620481,-263.135450490405,91.5012303706508
08-Aug-2021,279.61921562944,-262.58640027494,90.6937304920545
09-Aug-2021,279.365816875424,-262.513187181435,90.1133136036489
10-Aug-2021,279.105668103893,-262.479196750871,89.4302279007064
11-Aug-2021,278.729918891389,-262.38475099628,88.5963009183369
12-Aug-2021,278.149040847441,-262.14916971433,87.5683456636881
13-Aug-2021,277.265507983623,-261.64448526023,86.3931362836739
14-Aug-2021,275.631006261307,-260.39835962309,85.1042466211793
15-Aug-2021,272.959447947564,-258.095219158667,83.7413186453838
16-Aug-2021,269.130212449851,-254.618723453712,82.2273954009838
17-Aug-2021,264.165481153074,-249.990843419505,80.5581952022632
18-Aug-2021,258.094872728528,-244.239369882508,78.7373742083395
19-Aug-2021,251.014199665555,-237.526545205005,76.5729010530098
20-Aug-2021,242.981080369287,-229.934489273193,73.982292454945
21-Aug-2021,233.53702824783,-221.002364747849,70.871664921286
22-Aug-2021,223.427477142558,-211.477138634078,67.3313509501404
